"H40-BPAR-6","CASEID","FAM-1B","FAM-2A","HGC-MOTHER","HGC-FATHER","FAM-28A","R_REL-1_COL","R_REL-3","Q9-72","Q3-3","Q3-4","MIL-6","Q13-5","SAMPLE_ID","SAMPLE_RACE","SAMPLE_SEX","URBAN-RURAL","MARSTAT-KEY","FAMSIZE","TNFI_TRUNC","POVSTATUS","DELIN-1","DELIN-3","DELIN-4","DELIN-5","DELIN-6","DELIN-7","DELIN-8","DELIN-9","DELIN-10","DELIN-11","DELIN-12","DELIN-13","DELIN-14","DELIN-15","DELIN-18","POLICE-1","POLICE-6","POLICE-7","Q12-4","DRUG-22","DRUG-26","DRUG-32"
-4,11882,20,1,12,12,3,7,2,0,15,14,0,1750,5,3,2,1,0,6,22000,0,-4,-4,0,0,0,1,0,0,0,0,0,0,0,0,0,0,-4,-4,0,0,0,0
1,11883,19,2,6,12,2,7,1,0,11,11,1,6000,4,1,1,1,0,5,35000,0,-4,-4,-1,0,0,0,0,0,1,0,3,2,0,2,0,0,-4,-4,-4,0,0,0
1,11884,18,2,6,13,2,7,1,0,7,7,0,5200,4,1,1,1,0,5,30000,0,-4,-4,0,2,2,0,1,0,0,0,1,0,0,0,1,1,0,1,-4,0,0,0
1,11885,14,1,6,12,2,7,2,0,9,8,-4,-4,8,1,2,1,0,5,35000,0,0,3,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,-4,0,0,0
1,11886,21,1,12,12,2,6,2,1,14,14,0,6500,5,3,2,1,1,3,14350,0,-4,-4,0,0,0,0,0,0,1,0,0,2,0,0,0,0,-4,-4,-4,0,0,0
1,11887,19,1,12,11,0,9,6,0,12,12,0,6500,1,3,1,1,0,3,14000,0,-4,-4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-4,-4,0,0,0,0
0,11888,17,1,14,14,2,2,1,0,11,10,0,-4,1,3,1,1,0,5,-3,-3,-4,-4,1,4,0,0,0,0,4,3,4,0,0,0,0,1,0,0,0,1,0,0
0,11889,14,1,15,14,2,9,2,0,9,8,-4,-4,1,3,1,1,0,5,20000,0,0,0,3,0,0,0,0,0,1,0,0,0,0,0,0,0,-4,-4,-5,0,0,0
0,11890,21,2,3,3,8,7,2,1,6,6,0,6000,4,1,1,1,1,3,7640,0,-4,-4,0,2,0,0,0,0,1,0,0,0,0,0,0,0,-4,-4,0,0,0,0
1,11891,20,1,6,6,2,7,5,0,12,12,0,5200,8,1,2,1,0,3,13000,0,-4,-4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-4,-4,2,0,0,0
1,11892,20,1,12,20,2,1,1,0,11,11,0,9200,3,2,1,1,0,1,-3,-3,-4,-4,0,0,0,0,0,0,0,0,6,2,0,0,0,0,-4,-4,0,1,0,0
1,11893,16,1,14,-3,0,7,2,0,10,9,-4,-4,1,3,1,1,0,2,12000,0,0,5,0,1,0,0,0,0,3,0,0,0,0,0,0,0,-4,-4,3,1,0,0
0,11894,19,1,11,8,2,1,2,0,13,13,0,4500,5,3,2,1,1,2,12320,0,-4,-4,0,0,2,0,0,0,4,0,5,0,0,0,1,0,-4,-4,-4,0,0,0
1,11895,21,1,12,14,3,2,2,0,14,13,0,4500,3,2,1,1,0,6,28000,0,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
-4,11896,18,1,12,14,3,2,2,0,13,12,0,200,7,2,2,1,0,6,28000,0,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
1,11897,16,1,10,14,2,4,2,0,10,9,-4,-4,1,3,1,1,0,4,16000,0,2,5,2,2,4,4,3,0,4,2,6,0,0,0,4,0,1,0,0,1,0,1
1,11898,19,1,12,14,1,1,2,0,13,12,0,6000,5,3,2,1,0,4,39000,0,-4,-4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-4,-4,-4,0,0,0
1,11899,16,1,12,14,1,1,4,0,11,10,-4,-4,5,3,2,1,0,4,39000,0,0,6,0,0,2,0,0,0,0,0,4,0,0,0,0,0,-4,-4,0,0,0,0
-4,11900,20,1,11,12,1,5,1,0,12,12,0,8400,5,3,2,1,1,2,28400,0,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
1,11901,19,1,12,16,1,2,2,0,12,11,0,1000,5,3,2,1,0,4,39000,0,-4,-4,0,0,0,0,0,0,0,0,6,5,0,0,0,0,-4,-4,0,1,0,0
1,11902,21,1,12,16,1,5,1,0,13,13,0,7000,5,3,2,1,0,4,38000,0,-4,-4,0,0,0,0,0,0,0,0,4,0,0,0,0,0,-4,-4,0,1,0,0
0,11903,18,1,12,12,7,7,6,1,11,11,0,0,8,1,2,1,0,2,0,1,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-4,0,0,0
0,11904,17,1,8,8,7,7,1,0,11,10,0,-4,4,1,1,1,0,8,-2,-3,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,1,0,0,0
1,11905,18,1,8,8,4,2,2,1,10,10,0,1050,5,3,2,1,1,3,5350,0,-4,-4,0,0,0,0,0,0,1,0,0,0,0,0,0,0,-4,-4,-4,0,0,0
-4,11906,19,1,12,12,0,9,6,0,14,13,0,2290,5,3,2,1,1,2,11540,0,-4,-4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-4,-4,-4,0,0,0
-4,11907,20,1,10,9,3,7,2,0,12,12,0,7812,1,3,1,1,1,2,-3,-3,-4,-4,0,0,0,3,0,0,2,2,6,3,0,0,0,0,-4,-4,-5,-5,-5,-5
1,11908,18,1,8,7,3,7,5,0,12,12,0,2000,1,3,1,1,0,4,5000,1,-4,-4,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,-5,0,0,0
1,11909,16,1,8,8,3,7,5,0,11,10,-4,-4,5,3,2,1,0,4,5000,1,0,5,0,0,0,0,0,0,3,0,6,3,0,0,0,0,-4,-4,2,0,0,0
1,11910,18,1,12,10,3,7,2,0,13,12,0,1500,5,3,2,0,0,5,-3,-3,-4,-4,0,0,3,0,0,0,0,0,3,0,0,0,0,0,-4,-4,0,0,0,0
1,11911,19,1,12,12,7,6,1,0,13,12,0,650,1,3,1,0,0,7,21000,0,-4,-4,0,0,0,0,0,0,1,0,3,0,0,0,0,0,-4,-4,1,0,0,0
-4,11912,16,1,12,12,7,6,2,0,11,10,-4,-4,5,3,2,0,0,7,21000,0,0,2,0,0,0,1,0,0,0,0,1,0,0,0,0,0,-4,-4,-4,0,0,0
0,11913,18,1,-3,12,4,6,1,0,11,11,0,1287,1,3,1,0,0,7,-3,-3,-4,-4,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,1,-3,-3,2,0,0,0
1,11914,19,1,-3,12,6,6,1,0,10,10,0,3000,1,3,1,0,0,7,-3,-3,-4,-4,4,3,5,5,5,5,3,2,6,5,5,4,5,1,0,0,2,1,1,0
1,11915,17,1,-3,-3,6,0,1,0,12,11,0,-4,5,3,2,0,0,7,-1,-3,-4,-4,0,1,0,0,0,0,0,0,6,0,0,0,0,0,-4,-4,0,0,0,0
1,11916,15,1,17,16,1,6,4,0,10,9,-4,-4,7,2,2,0,0,3,19000,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-4,-4,2,0,0,0
1,11917,20,1,12,13,3,7,1,0,12,12,0,17263,1,3,1,0,0,1,17263,0,-4,-4,0,0,0,0,0,0,0,0,6,0,0,0,0,1,0,0,4,0,0,0
1,11918,17,1,12,16,2,5,2,0,12,11,0,-4,5,3,2,0,0,5,30000,0,-4,-4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-4,-4,-4,0,0,0
1,11919,15,1,12,16,2,5,2,0,10,9,-4,-4,5,3,2,0,0,5,30000,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-4,-4,0,0,0,0
1,11920,15,1,14,14,0,6,5,0,10,9,-4,-4,1,3,1,0,0,3,22520,0,0,5,0,0,0,0,0,0,0,0,4,0,0,0,0,0,-4,-4,2,0,0,0
-4,11921,20,1,16,14,1,7,1,0,15,14,0,2320,1,3,1,0,0,3,30000,0,-4,-4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-4,-4,0,0,0,0
1,11922,16,1,12,12,1,7,3,0,11,10,-4,-4,8,1,2,0,0,4,18500,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-4,-4,0,0,0,0
0,11923,17,1,12,12,1,7,3,0,12,11,0,-4,5,3,2,1,0,4,14000,0,-4,-4,1,0,2,0,0,0,0,0,4,0,0,0,0,1,1,0,1,0,0,0
1,11924,19,1,12,12,6,7,6,0,13,12,0,1200,2,3,1,0,0,9,25000,0,-4,-4,0,3,0,0,0,0,3,0,1,0,0,0,0,0,-4,-4,6,0,0,0
1,11925,17,1,12,12,6,7,6,0,11,10,0,-4,2,3,1,0,0,9,25000,0,-4,-4,3,3,0,0,0,3,3,0,0,0,0,0,0,0,-4,-4,2,0,0,0
1,11926,16,1,12,12,6,7,5,0,10,9,-4,-4,2,3,1,0,0,9,25000,0,0,6,3,0,1,0,0,0,3,0,0,0,0,0,0,0,-4,-4,5,0,0,0
0,11927,17,1,12,-2,4,2,5,0,10,9,0,-4,5,3,2,0,0,3,-3,-3,-4,-4,0,1,0,0,0,0,1,0,4,0,0,0,0,0,-4,-4,-4,0,0,0
0,11928,15,1,12,8,8,2,6,0,9,8,-4,-3,1,3,1,1,0,4,-2,-3,0,6,6,3,6,6,6,5,6,2,6,6,6,1,4,1,1,1,-4,0,0,0
1,11929,21,1,12,15,3,5,5,0,15,14,0,4000,5,3,2,0,0,6,40000,0,-4,-4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-4,-4,0,0,0,0
1,11930,18,1,11,12,1,2,2,0,-3,11,0,0,6,3,2,0,1,2,-2,-3,-4,-4,0,0,1,0,0,0,0,0,0,0,0,0,0,0,-4,-4,-4,0,0,0
1,11931,21,1,16,-2,0,2,5,0,16,16,0,600,7,2,2,1,0,1,1900,1,-4,-4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-4,-4,-4,0,0,0
1,11932,22,1,11,10,3,2,5,0,13,13,0,1200,7,2,2,0,0,6,15000,0,-4,-4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-4,-4,-4,0,0,0
1,11933,20,1,8,7,3,2,4,0,12,11,0,0,7,2,2,0,0,6,15000,0,-4,-4,0,0,1,0,0,0,0,0,0,0,0,0,0,0,-4,-4,-4,0,0,0
1,11934,17,1,8,8,3,2,3,0,12,11,0,-4,3,2,1,0,0,6,15000,0,-4,-4,0,0,1,0,0,0,2,0,0,0,0,0,0,0,-4,-4,-4,1,0,0
1,11935,16,1,8,8,3,2,6,0,10,9,-4,-4,7,2,2,0,0,6,15000,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,-4,-4,-4,0,0,0
1,11936,20,1,12,12,2,2,5,0,15,15,0,530,3,2,1,0,0,5,26000,0,-4,-4,0,1,0,0,0,0,1,0,0,0,0,0,0,0,-4,-4,-4,0,0,0
1,11937,18,1,12,12,2,2,6,0,14,13,0,832,3,2,1,0,0,5,26000,0,-4,-4,0,3,0,0,0,0,3,2,0,0,0,0,0,0,-4,-4,-4,0,0,0
1,11938,21,2,-2,-2,9,9,6,1,10,9,0,8000,3,2,1,1,1,5,11624,0,-4,-4,0,0,0,0,0,2,0,2,0,0,0,0,0,0,-4,-4,-4,0,0,0
1,11939,16,1,8,10,1,0,1,0,10,9,-4,-4,2,3,1,0,0,3,7000,0,0,5,0,1,3,2,1,0,3,0,5,5,4,1,0,0,-4,-4,3,1,1,0
1,11940,20,1,12,12,4,4,6,0,12,12,0,2000,5,3,2,0,1,2,6370,0,-4,-4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-4,-4,0,0,0,0
1,11941,14,1,12,10,3,7,4,0,8,7,-4,-4,1,3,1,0,0,6,12000,0,0,0,0,2,0,0,0,0,5,0,0,0,0,0,0,0,-4,-4,-4,0,0,0
1,11942,15,1,8,6,5,5,5,0,10,9,-4,-4,1,3,1,0,0,3,7000,0,0,2,0,3,0,0,0,0,3,2,2,0,0,0,0,0,-4,-4,1,0,0,0
0,11943,18,1,9,8,7,5,2,0,10,9,0,755,6,3,2,0,1,2,-3,-3,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,0,0,0
-4,11944,16,2,3,3,8,7,5,0,8,7,-4,-4,8,1,2,1,0,11,1000,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-4,-4,-4,0,0,0
1,11945,14,2,3,3,8,7,6,0,7,6,-4,-4,4,1,1,1,0,11,1000,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-4,-4,-4,0,0,0
-4,11946,18,1,8,0,13,7,5,0,10,9,0,800,4,1,1,1,0,14,2000,1,-4,-4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-4,-4,2,0,0,0
1,11947,17,1,8,0,12,7,4,0,8,7,0,-4,4,1,1,1,0,14,2000,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,-4,-4,2,0,0,0
1,11948,18,1,5,0,4,7,1,0,12,12,0,70,8,1,2,1,0,4,2500,1,-4,-4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-4,-4,-4,0,0,0
1,11949,15,1,9,1,3,7,5,0,9,9,-4,-4,5,3,2,1,0,6,13000,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,-4,-4,-4,0,0,0
1,11950,18,1,9,7,3,9,4,0,12,11,0,-3,7,2,2,0,0,6,8000,1,-4,-4,0,1,0,0,0,0,0,0,0,0,0,0,0,0,-4,-4,1,0,0,0
1,11951,17,1,9,8,3,1,4,0,10,9,0,-4,7,2,2,0,0,6,8000,1,-4,-4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-4,-4,-4,0,0,0
1,11952,16,1,9,7,3,9,4,0,9,8,-4,-4,3,2,1,0,0,6,8000,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,-4,-4,2,0,0,0
1,11953,18,1,7,8,4,2,6,0,13,12,0,400,5,3,2,0,0,7,-2,-3,-4,-4,0,0,0,0,0,0,1,0,0,0,0,0,0,0,-4,-4,0,0,0,0
-4,11954,16,1,7,8,4,2,5,0,11,9,-4,-4,1,3,1,0,0,7,-2,-3,0,5,1,0,1,0,0,3,0,0,0,0,0,1,0,0,-4,-4,3,0,0,0
-2,11955,18,1,16,17,3,7,2,0,12,11,0,600,5,3,2,1,0,6,35000,0,-4,-4,0,0,0,0,0,0,0,0,2,0,0,0,0,0,-4,-4,1,0,0,0
-2,11956,16,1,16,17,3,7,2,0,10,9,-4,-4,1,3,1,1,0,6,35000,0,0,5,3,0,2,0,0,0,2,0,5,0,0,0,0,0,-4,-4,5,0,0,0
1,11957,21,1,12,12,2,7,2,0,14,13,0,2000,1,3,1,1,0,3,-1,-3,-4,-4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-4,-4,0,0,0,0
1,11958,15,1,16,16,0,7,1,0,9,8,-4,-4,5,3,2,1,0,3,30000,0,0,5,2,1,3,0,0,0,1,0,5,0,0,0,0,0,-4,-4,4,1,0,0
1,11959,21,1,13,12,2,8,1,0,13,13,0,9000,5,3,2,1,0,1,9000,0,-4,-4,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,0,-4,-4,0,0,0,0
1,11960,17,1,16,20,2,2,5,0,12,11,-3,-4,3,2,1,1,0,4,-1,-3,-4,-4,1,0,1,0,0,0,3,0,0,0,0,0,0,1,0,0,3,0,0,0
1,11961,15,1,15,19,2,2,5,0,10,9,-4,-4,7,2,2,1,0,4,-1,-3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-4,-4,-4,0,0,0
-4,11962,16,1,14,20,1,7,5,0,11,10,-4,-4,5,3,2,1,0,4,-1,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,0,-4,-4,2,0,0,0
0,11963,15,1,14,20,1,7,5,0,9,8,-4,-4,1,3,1,1,0,4,-1,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,0,-4,-4,2,1,0,0
-4,11964,17,1,14,15,1,1,2,0,12,11,0,-4,1,3,1,1,0,4,-1,-3,-4,-4,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,0,-4,-4,6,-5,-5,-5
1,11965,20,1,14,16,1,9,5,0,16,15,0,-2,1,3,1,1,0,3,-2,-3,-4,-4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-4,-4,-4,0,0,0
1,11966,18,1,14,16,1,1,6,0,13,12,0,325,5,3,2,0,0,4,-2,-3,-4,-4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-4,-4,-4,0,0,0
1,11967,19,1,14,16,2,6,2,0,12,12,0,2200,5,3,2,1,0,3,-3,-3,-4,-4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-4,-4,-4,0,0,0
1,11968,19,1,12,-2,1,7,1,1,12,12,0,-2,7,2,2,1,0,3,-2,-3,-4,-4,1,2,0,0,0,0,1,1,6,4,0,0,0,0,-4,-4,-5,0,0,0
1,11969,18,1,9,10,9,2,2,0,12,12,0,6000,3,2,1,1,0,3,-3,-3,-4,-4,0,1,0,0,0,0,0,0,2,0,0,0,0,0,-4,-4,0,0,0,0
1,11970,21,2,12,15,2,7,3,0,12,12,0,-3,8,1,2,1,0,5,14000,0,-4,-4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-4,-4,-4,0,0,0
1,11971,19,1,12,15,2,7,2,0,15,-3,0,2500,4,1,1,1,0,5,14000,0,-4,-4,0,0,0,0,0,0,0,0,5,0,0,0,0,0,-4,-4,2,0,0,0
1,11972,17,1,12,15,2,7,2,0,12,11,0,-4,4,1,1,1,0,5,14000,0,-4,-4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-4,-4,1,0,0,0
1,11973,21,1,12,11,1,7,5,0,12,12,0,7200,1,3,1,1,0,3,20000,0,-4,-4,0,0,1,0,0,0,2,0,3,0,0,0,0,0,-4,-4,1,0,0,0
0,11974,18,1,5,14,6,7,4,0,9,9,0,883,8,1,2,1,0,4,4018,1,-4,-4,0,4,1,0,0,0,2,0,3,0,2,0,0,0,-4,-4,-4,0,0,0
-4,11975,17,1,5,14,6,7,5,0,11,10,0,-4,8,1,2,1,0,4,4018,1,-4,-4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-4,-4,-4,0,0,0
0,11976,15,1,5,14,6,7,1,0,9,8,-4,-4,4,1,1,1,0,4,4018,1,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,1,0,0,2,0,0,0
-4,11977,18,2,12,16,0,7,2,0,13,12,0,5000,4,1,1,1,0,3,10000,0,-4,-4,0,1,1,0,0,0,1,0,-1,0,0,0,0,1,0,1,2,1,0,0
1,11978,20,1,11,5,6,7,1,0,11,11,0,5000,4,1,1,1,0,5,4728,1,-4,-4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-4,-4,2,1,0,0
1,11979,21,1,9,1,6,7,6,0,11,10,0,0,8,1,2,1,0,5,4728,1,-4,-4,0,0,0,0,0,0,0,0,6,0,0,0,0,0,-4,-4,0,1,0,0
1,11980,17,1,9,0,7,7,2,0,10,9,0,-4,8,1,2,1,0,5,4728,1,-4,-4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-4,-4,-4,0,0,0
1,11981,16,1,9,0,8,7,3,0,10,9,-4,-4,8,1,2,1,0,5,4728,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-4,-4,-4,0,0,0
1,11982,18,2,4,2,3,0,1,0,6,6,0,7436,4,1,1,1,0,3,4650,1,-4,-4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-4,-4,1,0,0,0
-4,11983,17,2,2,2,3,0,1,0,7,6,0,-4,4,1,1,1,0,3,4650,1,-4,-4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-4,-4,2,0,0,0
1,11984,20,2,6,6,1,9,2,0,14,13,0,0,1,3,1,1,0,2,0,1,-4,-4,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,-4,-4,-4,0,0,0
-4,11985,19,2,6,6,1,9,1,0,13,12,0,0,1,3,1,1,0,2,0,1,-4,-4,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,-4,-4,0,0,0,0
-4,11986,18,1,6,6,5,9,2,0,13,12,0,0,5,3,2,1,0,2,0,1,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,3,0,0,0
1,11987,19,1,-2,-3,1,4,2,0,12,12,0,-3,5,3,2,1,1,2,-3,-3,-4,-4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-4,-4,0,0,0,0
1,11988,21,1,12,12,1,8,2,0,16,15,0,-2,5,3,2,1,0,4,-3,-3,-4,-4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-4,-4,-5,-5,-5,-5
1,11989,18,1,12,12,1,8,2,0,13,12,0,-2,5,3,2,1,0,4,-3,-3,-4,-4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-4,-4,-5,0,0,0
1,11990,21,1,16,18,2,7,2,0,15,14,0,3600,1,3,1,1,0,1,3600,0,-4,-4,0,0,0,0,0,0,0,0,4,0,0,0,0,0,-4,-4,4,0,0,0
1,11991,20,1,18,11,2,5,5,0,14,13,0,500,7,2,2,1,0,5,-1,-3,-4,-4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-4,-4,-4,0,0,0
-4,11992,15,1,12,12,2,5,1,0,10,9,-4,-4,3,2,1,1,0,5,-1,-3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-4,-4,-4,1,0,0
0,11993,17,1,9,12,5,2,2,1,11,10,0,300,7,2,2,1,0,4,11000,0,-4,-4,0,0,0,0,0,0,1,0,6,0,0,0,0,0,-4,-4,0,0,0,0
1,11994,16,1,12,12,3,6,4,0,10,9,-4,-4,1,3,1,0,0,6,16000,0,0,6,3,2,0,0,0,0,2,2,5,2,3,0,0,0,-4,-4,2,1,0,0
-4,11995,15,1,12,12,3,-3,5,0,9,8,-4,-4,5,3,2,0,0,6,16000,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-4,-4,-4,0,0,0
-4,11996,20,1,12,11,1,5,2,0,12,12,0,4000,5,3,2,0,0,3,15000,0,-4,-4,0,0,2,0,0,0,0,0,6,3,0,0,0,0,-4,-4,0,0,0,0
1,11997,15,1,-3,10,0,2,1,0,9,8,-4,-4,1,3,1,0,0,4,-2,-3,-3,-3,1,0,0,1,0,0,0,0,0,0,0,0,0,0,-4,-4,2,0,0,0
0,11998,20,1,15,13,1,1,2,0,14,13,1,2500,1,3,1,0,0,4,22000,0,-4,-4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-4,-4,2,0,0,0
-4,11999,17,1,15,13,1,6,4,0,12,11,0,-4,5,3,2,0,0,4,22000,0,-4,-4,0,0,0,0,0,0,0,0,4,0,0,0,0,0,-4,-4,0,0,0,0
1,12000,20,1,9,12,3,6,1,0,12,12,0,3500,5,3,2,1,0,1,35000,0,-4,-4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-4,-4,0,0,0,0
-4,12001,17,1,12,13,5,9,5,0,12,11,0,-4,5,3,2,1,0,8,-1,-3,-4,-4,0,1,3,0,0,0,1,0,6,3,0,0,0,0,-4,-4,0,0,0,0
-4,12002,16,1,12,13,5,1,6,0,11,10,-4,-4,1,3,1,1,0,7,-1,-3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
-4,12003,15,1,12,13,5,1,5,0,10,9,-4,-4,5,3,2,1,0,7,-1,-3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-4,-4,-4,0,0,0
1,12004,17,1,12,10,6,7,2,0,11,10,0,-4,5,3,2,1,0,8,-1,-3,-4,-4,0,0,3,2,0,0,0,0,4,0,0,0,0,0,-4,-4,2,0,0,0
0,12005,17,1,10,8,2,2,4,0,11,10,0,-4,7,2,2,1,0,2,3500,1,0,4,0,0,0,0,0,0,0,1,5,0,0,0,0,0,-4,-4,0,1,1,0
1,12006,18,1,12,12,1,7,3,0,13,12,0,1000,1,3,1,1,0,3,35000,0,-4,-4,3,0,4,0,0,0,3,0,6,5,0,0,0,1,0,0,6,1,0,0
0,12007,16,1,12,-2,1,1,4,0,9,8,-4,-4,3,2,1,1,0,4,-1,-3,2,0,1,3,0,0,0,0,2,0,1,0,0,0,0,1,0,0,-4,0,0,0
1,12008,19,1,9,1,7,2,2,0,11,11,0,6000,1,3,1,1,0,3,15000,0,-4,-4,0,3,0,0,0,1,1,0,3,0,0,0,0,1,1,0,-4,1,1,0
-4,12009,16,1,14,12,1,7,2,0,10,9,-4,-4,1,3,1,1,0,2,15000,0,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,1,-3,-3,6,0,0,0
1,12010,16,1,12,12,1,7,2,0,11,10,-4,-4,4,1,1,1,0,3,17000,0,0,3,3,2,1,0,0,0,2,0,0,0,0,0,0,0,-4,-4,-4,0,0,0
-4,12011,18,1,12,12,0,1,6,0,12,11,0,100,1,3,1,1,0,3,27000,0,-4,-4,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,0,-4,-4,1,0,0,0
-2,12012,18,2,12,14,0,7,6,0,14,13,0,1800,1,3,1,1,0,3,30000,0,-4,-4,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,1,0,0,2,0,0,0
-4,12013,17,1,12,16,1,7,5,0,11,10,0,-4,1,3,1,1,0,4,2000,1,-4,-4,0,0,3,0,0,0,0,0,6,6,4,3,0,1,-3,-3,0,1,0,0
1,12014,15,1,12,20,1,7,5,0,9,8,-4,-4,1,3,1,1,0,4,20000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-4,-4,-4,0,0,0
1,12015,18,1,-3,11,3,4,4,1,12,11,0,1000,5,3,2,1,1,2,7144,0,-4,-4,0,0,0,0,0,0,0,0,1,0,0,0,0,0,-4,-4,-4,0,0,0
1,12016,21,1,12,12,1,5,6,0,16,15,0,19000,1,3,1,1,0,3,60000,0,-4,-4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-4,-4,0,0,0,0
0,12017,22,1,-2,-2,5,7,2,0,13,12,0,-2,6,3,2,1,0,1,-2,-3,-4,-4,0,0,0,0,0,0,0,0,4,0,0,0,0,0,-4,-4,0,1,0,0
1,12018,21,1,11,11,7,7,4,0,12,12,0,8700,5,3,2,1,1,1,25200,0,-4,-4,0,0,0,3,0,0,0,0,0,0,0,0,0,0,-4,-4,2,0,0,0
1,12019,16,1,12,14,2,4,6,0,10,9,-4,-4,1,3,1,1,0,5,30100,0,0,5,3,0,1,0,0,0,0,0,5,0,0,0,0,1,-3,-3,4,0,0,0
-4,12020,16,1,16,19,2,9,6,0,11,10,-4,-4,5,3,2,1,0,5,-1,-3,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,-4,-4,-4,0,0,0
1,12021,19,1,16,19,2,9,6,0,14,13,0,300,5,3,2,1,0,5,-1,-3,-4,-4,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
